Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,151,8,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(json);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,108,8,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(json);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,108,8,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(json);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,94,8,T:System.Net.Http.HttpContent,,,,,var responseBody = await response.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,69,8,T:System.Net.Http.HttpContent,,,,,responseBody = await httpResponse.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,64,8,T:System.Net.Http.HttpContent,,,,,responseBody = await httpResponse.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,59,8,T:System.Net.Http.HttpContent,,,,,var responseBody = await httpResponse.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,39,16,T:System.Net.Http.HttpContent,,,,,responseBody = await httpResponse.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,35,16,T:System.Net.Http.HttpContent,,,,,responseBody = await httpResponse.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,25,8,T:System.Net.Http.HttpContent,,,,,var responseBody = await httpResponse.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,16,8,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"var accessToken = configuration.GetValue<string>(""SmartThingsApiAccessToken"") ?? throw new Exception(""SmartThingsApiAccessToken app setting is null. Please set the value in the appsettings.json"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,15,8,T:System.Uri,,,,,_httpClient.BaseAddress = new Uri(baseAddress);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,15,8,M:System.Uri.#ctor(System.String),,,,,_httpClient.BaseAddress = new Uri(baseAddress);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,15,8,T:System.Uri,,,,,_httpClient.BaseAddress = new Uri(baseAddress);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,14,8,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"var baseAddress = configuration.GetValue<string>(""SmartThingsApiBaseAddress"") ?? throw new Exception(""SmartThingsApiBaseAddress app setting is null. Please set the value in the appsettings.json"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,16,8,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"var accessToken = configuration.GetValue<string>(""SmartThingsApiAccessToken"") ?? throw new Exception(""SmartThingsApiAccessToken app setting is null. Please set the value in the appsettings.json"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,15,8,T:System.Uri,,,,,_httpClient.BaseAddress = new Uri(baseAddress);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,15,8,M:System.Uri.#ctor(System.String),,,,,_httpClient.BaseAddress = new Uri(baseAddress);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,15,8,T:System.Uri,,,,,_httpClient.BaseAddress = new Uri(baseAddress);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Services\SmartThingsService.cs,14,8,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"var baseAddress = configuration.GetValue<string>(""SmartThingsApiBaseAddress"") ?? throw new Exception(""SmartThingsApiBaseAddress app setting is null. Please set the value in the appsettings.json"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Program.cs,10,0,M:Microsoft.Extensions.DependencyInjection.HttpClientFactoryServiceCollectionExtensions.AddHttpClient(Microsoft.Extensions.DependencyInjection.IServiceCollection),,,,,builder.Services.AddHttpClient();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Program.cs,9,0,T:System.Uri,,,,,builder.Services.AddScoped(sp => new HttpClient { BaseAddress = new Uri(builder.HostEnvironment.BaseAddress) });
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Program.cs,9,0,M:System.Uri.#ctor(System.String),,,,,builder.Services.AddScoped(sp => new HttpClient { BaseAddress = new Uri(builder.HostEnvironment.BaseAddress) });
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,FamilyDashboard.Blazor\FamilyDashboard.Blazor.csproj,File,FamilyDashboard.Blazor\Program.cs,9,0,T:System.Uri,,,,,builder.Services.AddScoped(sp => new HttpClient { BaseAddress = new Uri(builder.HostEnvironment.BaseAddress) });
